FOTOTREE NAME                                      | LATITUDE     | LONGITUDE    | LOCATION NAME
IDI Fun Run Tasikmalaya                            | -7.3347607   | 108.22228    | 
IDI Run Buleleng                                   | -8.112       | 115.08818    | 
IEE Run for Charity 2025                           | -6.1462646   | 106.84595    | 
IFG Labuan Bajo Marathon 2024                      | -8.493454    | 119.87633    | 
IFG Labuan Bajo Sociorun Bali                      | -8.698471    | 115.17256    | 
IFTAR RUN TRY 2025                                 | -7.584836    | 110.44327    | 
IGN Air Force Base Sunset Fun Run 2024             | -8.799576    | 115.234886   | 
Ijen Green Run                                     | -8.075328    | 114.22275    | 
IKA 5KMA Run 2025                                  | -6.479536    | 106.82481    | 
IKA UDINUS Fun Run 2025                            | -6.982697    | 110.40909    | 
IKB-KJP 5K RUN 2024                                | -3.021848    | 120.22115    | 
IKI Magic Run-Halloween Edition 2024               | -7.289782    | 112.70642    | 
Iki Pancasila Run 2024                             | -7.3451085   | 112.72752    | 
IKOR Run 2024                                      | -6.859285    | 107.58894    | 
IL Festino 2024                                    | -7.6859813   | 110.3408     | 
IMIP                                               | -2.8221767   | 122.167145   | 
IMIPAS Run 2025                                    | -6.22181     | 106.807625   | 
Impact Fun Run 2025                                | -6.1974473   | 106.76648    | 
INA Fun Run 2025                                   | -6.871866    | 107.64935    | 
Indo Run Madiun 2025                               | -7.6317587   | 111.51691    | 
Indofest Fun Trail Run 2025                        | -6.6900663   | 106.996216   | 
Indofest IFTR 2024                                 | -6.691393    | 106.96686    | 
Indomaret Health Fest 2025                         | -6.733983    | 108.46461    | 
Indomaret Run 2025                                 | -6.065048    | 106.69825    | 
Indomilk Arena, Sportcentre Tangerang              | -6.25943     | 106.60605    | 
Indonesia Ceria Rembang Series 2025                | -6.707042    | 111.35068    | 
Indonesia Ceria Run 2025 Bantul series 2           | -7.86918     | 110.39966    | 
Indonesia Ceria Run 2025 Klaten Series             | -7.693524    | 110.59329    | 
Indonesia Goes Pink - Jakarta 2025                 | -6.19331     | 106.821915   | 
Indonesia Master Mountain                          | -6.52977     | 106.8583     | 
INDONESIA MASTERS MOUNTAIN RACE 2024               | -6.592582    | 106.8845     | 
Indonesia Women's Run 2024                         | -6.242903    | 106.65121    | 
Indonesia Women's Run Bandung 2023                 | -6.9553657   | 107.69377    | 
Indonesia Womens Run 2023                          | -6.0577974   | 106.679474   | 
Indonesia's Horse Racing 2025                      | -7.876791    | 110.37855    | 
Indosat Run 2024                                   | -6.3018146   | 106.8899     | 
Indramayu                                          | -6.455733    | 108.19031    | 
Indriati Hospital Fun Run 2024                     | -7.611302    | 110.80922    | 
Infantry Day Run 2022                              | -6.9046407   | 107.63176    | 
Infantry Run 10K 2023                              | -6.9065247   | 107.63194    | 
INI Run Fest 5K                                    | -6.3517275   | 107.19533    | 
INSPIRE ARENA SULUT                                | 1.457313     | 124.9633     | 
IPB Run Half Marathon 2024                         | -6.5624666   | 106.72819    | 
IPB Run Half Marathon 2025                         | -6.5551248   | 106.72296    | 
IPB Run II Half Marathon 2023                      | -6.5570755   | 106.7325     | 
IPBI Fun Run 2026                                  | -8.633121    | 115.22744    | 
IPEMI Fun Run 2025                                 | -7.162148    | 112.653725   | 
IPM Fun Run 2025                                   | -5.345826    | 104.974174   | 
ISEF Family Run 2024                               | -6.2142615   | 106.80721    | 
Isekai Run 2023                                    | -6.1212482   | 106.844154   | 
Isekai Run 2024                                    | -6.125769    | 106.836334   | 
Isekai Run Vol.3 2025                              | -6.123881    | 106.839134   | 
Islamic Center Kotabumi                            | -4.841506    | 104.87009    | 
ISOLA Fun Run 2026                                 | -6.861078    | 107.59201    | 
ISOPLUS Run 2025 - Surabaya Series                 | -7.259043    | 112.7469     | 
ISOPLUS Run 2025 Jakarta Series                    | -6.0571303   | 106.707794   | 
Isoplus Run Surabaya Series 2024                   | -7.299008    | 112.7249     | 
Iswahjudi Air Force Run 2023                       | -7.6136694   | 111.437      | 
IT Specta Fun Run 2025                             | -7.8107386   | 110.32173    | 
ITB Ultra Marathon 2025                            | -6.889595    | 107.610016   | 
ITBTri 5K 2025                                     | -6.523387    | 107.3885     | 
ITERA - INSTITUT TEKNOLOGI SUMATERA                | -5.357604    | 105.31352    | 
ITESA Fun Run 2025                                 | -7.0562077   | 110.309006   | 
ITSK Run                                           | -7.971029    | 112.668655   | 
IYOG Fun Run 2025                                  | -6.9925494   | 112.38452    | 
Jababeka Golf | Cikarang                           | -6.29399     | 107.17663    | 
Jabar International Marathon 2022                  | -7.6895266   | 108.64566    | 
Jabar Run 10K 2024                                 | -6.7066083   | 108.5582     | 
JABmilk fun trail 5K                               | -7.9600406   | 112.79346    | 
Jagal Run 2025                                     | -7.566613    | 110.84355    | 
jagofunfest                                        | -7.261012    | 110.39752    | 
Jakarta 1000 Berlari 2025                          | -6.226664    | 106.923096   | 
Jakarta : Speed : Race 2025                        | -6.059295    | 106.70639    | 
Jakarta City Run 2025                              | -6.218114    | 106.80333    | 
Jakarta Color Run & Sound Festival 2025            | -6.1247563   | 106.84524    | 
Jakarta Garden City (JGC)                          | -6.1716757   | 106.95666    | 
Jakarta Half Marathon 2023                         | -6.1774874   | 106.82938    | 
Jakarta Indonesia Ceria Run 2025                   | -6.207264    | 106.82236    | 
Jakarta internasional stadium                      | -6.125829    | 106.85833    | 
Jakarta Marathon 2023                              | -6.215961    | 106.80263    | 
Jakarta Open Trail Run 2025                        | -6.7423306   | 107.00854    | 
Jakarta Running Fest 2024                          | -6.218449    | 106.8054     | 
Jakarta Running Festival 2025                      | -6.2203383   | 106.80572    | 
Jakarta Sky Fun Run 2025                           | -6.2396283   | 106.798454   | 
Jakarta Sunset Run 2025                            | -6.1075115   | 106.779274   | 
Jakarta Zombie Fun Festival 2025                   | -6.1254683   | 106.83869    | 
JALAK HARUPAT STREET                               | -6.593029    | 106.8025     | 
Jalan arteri mamuju                                | -2.675618    | 118.88362    | 
Jalan bandara RHF Tanjungpinang                    | 0.9241616    | 104.52313    | 
Jalan Baru Tasikmalaya                             | -7.3701787   | 108.23619    | 
Jalan Diponegoro Siranda Kota Semarang             | -7.0017204   | 110.41614    | 
Jalan Gorontalo Outer Ring Road                    | 0.6501612    | 122.84469    | 
Jalan Kusbini Yogyakarta                           | -7.786914    | 110.38526    | 
Jalan Lingkar Timur Palopo                         | -2.971709    | 120.192      | 
Jalan Margo Utomo                                  | -7.786477    | 110.36642    | 
Jalan Mentri Supeno                                | -7.8162155   | 110.38029    | 
Jalan Pangeran Mangkubumi                          | -7.787101    | 110.36652    | 
Jalan Raya Bandara El-Tari                         | -10.167934   | 123.65947    | 
Jalan santai Bontotallasa Maros 2024               | -5.0142326   | 119.59677    | 
Jalan Sehat & Parade Hadroh 2025                   | -7.7596064   | 110.4581     | 
Jalan Sehat UIN ARRANIRY - KELUARGA CERIA          | 5.500484     | 95.41188     | 
Jalan Sore Mamasa                                  | -2.9338813   | 119.387535   | 
Jalasena Beach Park                                | -6.095739    | 106.738174   | 
Jalur 2 Lolak kantor bupati bolaang mongondow      | 0.8727793    | 124.02449    | 
Jalur 2 poso                                       | -1.3952538   | 120.754074   | 
JALUR DUA KANTOR BUPATI ABDYA                      | 3.733255     | 96.8489      | 
Jalur Luna Maya                                    | -7.743052    | 110.198074   | 
Jambi Jungle Run 2025                              | -1.4777068   | 103.66711    | 
JAMPUE SAMAENRE                                    | -4.887393    | 120.07248    | 
Janar Duta Run & Charity 2024                      | -8.659395    | 115.235374   | 
Jasdam II/SWJ                                      | -2.923142    | 104.712776   | 
Jateng Friendship Run Jakarta 2022                 | -6.3001432   | 106.88648    | 
Jatibarang Fun Run 2026                            | -6.475427    | 108.31067    | 
Java Challenger Trail Run 2026                     | -7.373661    | 110.526      | 
Java Fun Run 2025                                  | -7.6343617   | 109.264404   | 
Java Mountain Marathon 2026                        | -7.1308537   | 107.411514   | 
Jawara Fun Run 2025                                | -1.5633688   | 116.027115   | 
Jawara Run 2024                                    | -6.1834207   | 106.51084    | 
Jayanda Run HKN 2024                               | -7.446143    | 112.7178     | 
JBL Run UMM 5K                                     | -7.9196534   | 112.59555    | 
Jelajah Ruang Menoreh 2025                         | -7.699307    | 110.225296   | 
Jelajah Ruang Menoreh Geoheritage Run and Walk     | -7.6587315   | 110.23436    | 
